-1.413716694115407, -0.9876883405706197
-1.2566370614359172, -0.9510565167259296
-1.0995574287564276, -0.8910065243259565
-0.9424777960769379, -0.8090169944159452
-0.7853981633974483, -0.7071067804153878
-0.6283185307179586, -0.5877852520693128
-0.47123889803846897, -0.4539904996806558
-0.3141592653589793, -0.30901699436098273
-0.15707963267948966, -0.15643446533901428
0.0, 0.0
0.15707963267948988, 0.15643446502814332
0.3141592653589793, 0.3090169946539946
0.47123889803846897, 0.4539904997826449
0.6283185307179586, 0.5877852522974596
0.7853981633974483, 0.7071067810719247
0.9424777960769379, 0.809016994367061
1.0995574287564276, 0.8910065243369334
1.2566370614359172, 0.9510565162977324
1.413716694115407, 0.9876883405859477
1.5707963267948966, 1.0
